,dateTime,event,Score
681,2021-05-11 16:45:34,quantumscape falls after boosting capex spending outlook,0.34
682,2021-05-11 16:44:37,olema pharmaceuticals eps misses 0_11,-0.2263
683,2021-05-11 16:44:04,kronos bio and nbsp eps misses 0_05,-0.2263
684,2021-05-11 16:42:53,gladstone investment fiscal q4 earnings beat net asset value rises 37,0.5994
685,2021-05-11 16:42:48,vaxcyte eps beats 0_10,0.0
686,2021-05-11 16:42:05,roxgold reports q1 results,0.0
687,2021-05-11 16:41:52,pizza pizza royalty reports q1 results,0.0
688,2021-05-11 16:41:46,poseida therapeutics eps beats 0_05,0.0
689,2021-05-11 16:40:13,bird construction reports q1 results,0.0
690,2021-05-11 16:38:52,artisan partners asset management april aum reports 37 growth,0.6249
691,2021-05-11 16:36:32,jamf reports q1 beats announces 400m wandera acquisition,0.0
692,2021-05-11 16:36:11,nanobiotix and lianbio team up in oncology product development deal,0.0
693,2021-05-11 16:35:58,aritzia and nbsp reports q4 results,0.0
694,2021-05-11 16:35:07,medmen enterprises eps in line misses on revenue,-0.2263
695,2021-05-11 16:33:15,unity software beats revenue outlook guides to strong year,0.5106
696,2021-05-11 16:32:48,gladstone investment nii beats by 002 beats on total investment income,0.0
697,2021-05-11 16:32:43,invesco aum increases 39 in april helped by market returns,0.0
698,2021-05-11 16:32:34,syndax pharma announces new data for sndx 5613 in trial for acute leukemias,0.0
699,2021-05-11 16:31:37,talis biomedical eps of 4_61,0.0
700,2021-05-11 16:31:13,semrush eps beats 0_07 beats on revenue,0.0
701,2021-05-11 16:29:47,exagen eps misses 0_03 beats on revenue,-0.2263
702,2021-05-11 16:29:44,praxis precision medicines proposes 4m public offering,0.0
703,2021-05-11 16:29:29,freehold royalties reports q1 results,0.1779
704,2021-05-11 16:29:17,virtus investment april aum increases 43 to 1762b,0.0
705,2021-05-11 16:29:14,verastem eps in line,0.0
706,2021-05-11 16:28:26,cvr energy to invest in renewable diesel pay special dividend,0.5267
707,2021-05-11 16:27:13,olo eps beats 0_02 beats on revenue,0.0
708,2021-05-11 16:26:27,keyera reports q1 results,0.0
709,2021-05-11 16:26:13,houlihan lokey eps beats 0_37 beats on revenue,0.0
710,2021-05-11 16:25:59,selectquote eps misses 0_02 beats on revenue,-0.2263
711,2021-05-11 16:25:00,coca cola consolidated eps beats 4_37,0.0
712,2021-05-11 16:24:46,electronic arts stock dips 1 despite bookings beat upside guidance,0.0
713,2021-05-11 16:24:40,grocery outlet slips after guiding for negative q2 comparable sales trend,-0.5719
714,2021-05-11 16:24:37,newtek business stock climbs 34 after dividend forecast boost,0.4019
715,2021-05-11 16:23:48,axonics proposes 150m capital raise,0.0
716,2021-05-11 16:23:42,one group hospitality eps beats 0_04 beats on revenue,0.0
717,2021-05-11 16:22:58,jamf eps beats 0_03 beats on revenue,0.0
718,2021-05-11 16:22:16,vectrus eps beats 0_46 beats on revenue,0.0
719,2021-05-11 16:21:25,bigcommerce stock climbs after q1 beats upside sales guidance,0.0
720,2021-02-11 16:08:19,bjs restaurants eps misses 0_09 revenue in line,-0.2263
721,2021-02-11 16:08:13,agnc investment estimates tangible nbv rose 42 in january,0.0
722,2021-02-11 16:08:12,forrester research eps beats 0_04 beats on revenue,0.0
723,2021-02-11 16:08:10,cognex eps beats 0_05 beats on revenue,0.0
724,2021-02-11 16:07:43,bjs restaurants tops adjusted ebitda expectations points to encouraging trends,0.7717
725,2021-02-11 16:06:52,blackline eps beats 0_14 beats on revenue,0.0
726,2021-02-11 16:06:40,seattle genetics eps beats 0_04 beats on revenue,0.0
727,2021-02-11 16:06:36,disney eps beats 0_66 beats on revenue,0.0
728,2021-02-11 16:06:19,corvus pharma announces proposed public offering,0.0
729,2021-02-11 16:05:31,2u eps beats 0_03 beats on revenue,0.0
730,2021-02-11 16:05:30,infinity pharmaceuticals readies stock offering,0.0
731,2021-02-11 16:04:52,semiconductor stocks stand out,0.0
732,2021-02-11 16:03:58,expedia eps misses 0_73 misses on revenue,-0.4215
733,2021-02-11 16:03:40,limelight networks eps misses 0_05 misses on revenue,-0.4215
734,2021-02-11 16:03:34,dexcom eps misses 0_01 beats on revenue,-0.2263
735,2021-02-11 16:00:37,dow closes flat as bitcoin surges to all time high,0.0
736,2021-02-11 15:57:13,biden to announce a deal for another 200m doses of covid 19 vaccines,0.0
737,2021-02-11 15:55:30,orbital becoming market leader in solar farm construction b riley says,0.0
738,2021-02-11 15:53:15,zynga logs 69 gains as analysts boost targets on record earnings,0.6249
739,2021-02-11 15:36:48,sec suspends trading of penny stock touted on social media,-0.0516
740,2021-02-11 15:35:20,umicore ceo grynberg set to step down ahead of ev surge,0.0
741,2021-02-11 15:20:58,live nation rises 21 as berenberg boosts target on live event upside,0.3182
742,2021-02-11 15:19:19,cts corporation declares 0_04 dividend,0.0
743,2021-02-11 15:16:02,jittery trading on theme parks stocks ahead of disney print,0.0
744,2021-02-11 15:10:54,fortis declares 0_505 dividend,0.0
745,2021-02-11 15:09:27,brunswick declares 0_27 dividend,0.0
746,2021-02-11 15:08:44,double digit drop for molson coors after earnings disappoint,-0.5859
747,2021-02-11 15:08:13,motorola solutions declares 0_71 dividend,0.1779
748,2021-02-11 15:02:58,treehouse foods sale called lower probability event by stifel,-0.296
749,2021-02-11 15:01:56,bumble and sos top tech gainers list bsquare and atomera among losers,-0.3818
750,2021-02-11 15:00:53,on the hour,0.0
751,2021-02-11 14:58:10,equitrans cut to sell equivalent at barclays on growing mvp doubts,-0.3818
752,2021-02-11 14:51:55,financial stocks on watch for technical breakout bofa,0.0
753,2021-02-11 14:49:06,marijuana stocks continue burn out in afternoon trading following likely short squeeze,0.0
754,2021-02-11 14:31:47,redhawk spikes 10 on purchase of med tech farms,0.0
755,2021-02-11 14:27:21,pratt whitney engine deal with volaris valued at 49b airline ceo says,0.4404
756,2021-02-11 14:22:15,nexstar names new revenue leader for digital division,0.0
757,2021-02-11 14:19:50,essa is up after early data for epi 7386 in prostate cancer,-0.6597
758,2021-02-11 14:18:15,paycom shares drop despite q4 beats upside guidance and price target boosts,0.34
759,2021-02-11 14:13:20,fda approves regenerons evkeeza to treat ultra rare inherited form of high cholesterol,0.6597
760,2021-02-11 14:07:05,cowen declares 0_08 dividend,0.0
761,2021-02-11 14:04:14,israel chemicals declares 0_0265 dividend,0.0
762,2021-02-11 14:01:24,yield10 bioscience gran tierra energy lead energy gainers tengasco arcadia biosciences among major losers,-0.1263
763,2021-02-11 14:00:19,on the hour,0.0
764,2021-02-11 13:58:02,southern teams with doe to launch hydrogen rd effort,0.0
765,2021-02-11 13:51:50,gm to invest in plants to keep up with demand for pickups,-0.128
766,2021-02-11 13:49:56,healthcare equipment provider apria opened at 28 above ipo price of 20,0.0
767,2021-02-11 13:43:02,hyliion gains after unveiling next gen battery module,0.34
768,2021-02-11 13:35:49,robinhood subpoenaed in federal probe of squeeze stock manipulation,-0.296
769,2021-02-11 13:31:59,novo nordisk surges after phase 3 data for semaglutide for obesity published in journal,0.0
770,2021-02-11 13:29:56,semiconductor stocks rally as biden plans supply chain executive order,0.0
771,2021-02-11 13:28:39,tribune publishing halted up 56 on report alden is discussing purchase,0.0
772,2021-02-11 13:25:40,netflix opening office canada and dedicating executive to content,0.0
773,2021-02-11 13:24:20,underwriters exercise option for additional shares in kaleido public offering,0.296
774,2021-02-11 13:18:09,ovintiv raised at truist on bountiful free cash build,0.5106
775,2021-02-11 13:17:45,poshmark soars after launching pets category,0.0
776,2021-02-11 13:15:48,essa pharma leads healthcare gainers pulmatrix aphria among losers,-0.5267
777,2021-02-11 13:09:31,whg leads financial gainers brg and arya among losers,-0.5267
778,2021-02-11 13:09:24,mercadolibre valuation too high scotiabank,0.0
779,2021-02-11 13:08:18,loandepot stock pops on open following weak ipo pricing,-0.4404
780,2020-12-29 12:26:29,chinese regulators take larger stakes of jack mas companies ant group and alibaba wsj,0.0
781,2020-12-29 12:03:17,elliott management takes 15 percent stake in startup incubator rocket internet sending shares,0.296
782,2020-12-29 12:00:09,gannett and pinduoduo among consumer gainers quantumscape and blink charging among losers,-0.5267
783,2020-12-29 12:00:02,on hour,0.0
784,2020-12-29 11:56:53,gop senator hawley tweets weve got votes for 2000 checks update,0.0
785,2020-12-29 11:53:00,cleanspark slides 8 percent in afternoon trading,0.0
786,2020-12-29 11:52:57,companies start to gear up for midminus 2021 return to offices wsj,0.0
787,2020-12-29 11:51:02,ennis to acquire assets of infoseal,0.1779
788,2020-12-29 11:38:36,nasdaq s and p 500 and dow pare gains cyclicals enthusiasm wanes,0.6486
789,2020-12-29 11:23:46,amazons ad driven unit growing faster retail cloud,0.1531
790,2020-12-29 11:03:38,tenax therapeutics regional health properties leads healthcare gainers arcturus therapeutics,0.0
791,2020-12-29 11:00:57,hca healthcare goes ex dividend tomorrow,0.0
792,2020-12-29 11:00:57,on hour,0.0
793,2020-12-29 10:43:05,universal security instruments sees no catalysts behind unusual 303 percent stock surge,0.0516
794,2020-12-29 10:42:10,owl rock capital goes ex dividend tomorrow,0.0
795,2020-12-29 10:39:22,brp goes ex dividend tomorrow,0.0
796,2020-12-29 10:37:36,decades of airline passenger traffic growth eroded in 2020 cirium,0.3818
797,2020-12-29 10:35:48,bancfirst goes ex dividend tomorrow,0.0
798,2020-12-29 10:31:31,grupo aval acciones y valores s goes ex dividend tomorrow,0.0
799,2020-12-29 10:30:47,vmware sues former exec for concealing efforts to become nutanix ceo,0.0
800,2020-12-29 10:30:11,gevo stock eases back after doubling in december,0.3182
801,2020-12-29 10:27:29,vbl therapeutics expands ovarian cancer trial in europe,-0.6124
802,2020-12-29 10:21:46,barings corporate investors goes ex dividend tomorrow,0.0
803,2020-12-29 10:20:14,broadstone net lease goes ex dividend tomorrow,0.0
804,2020-12-29 10:15:23,target sells dermstore operation to thg holdings for 350m,0.0
805,2020-12-29 10:13:13,technical communications surges 190 percent after fiscal year end reports,0.0
806,2020-12-29 10:08:27,vuzix receives follow on m400 smart glasses orders from european reseller,0.4019
807,2020-12-29 10:03:06,nevada gaming revenue slips 18 percent in november,0.0
808,2020-12-29 10:03:02,mplx to redeem outstanding 5_250 percent senior notes due 2025,0.6124
809,2020-12-29 10:00:07,on hour,0.0
810,2020-12-29 09:58:51,blink charging plummets despite reseller agreement lion electric,-0.3875
811,2020-12-29 09:52:08,simon property finally closes taubman purchase,0.0
812,2020-12-29 09:51:47,ampio cleared to complete phase 3 study for osteoarthritis,0.1027
813,2020-12-29 09:51:39,actinium down 22 percent on independent data monitoring committee recommendation for iomab b,0.0
814,2020-12-29 09:48:29,q biomed sees revenue ramp for strontium89 in 2021,0.0
815,2020-12-29 09:38:36,kulr technology prices 8m direct offering,0.0
816,2020-12-29 09:35:45,whitestone reit q4 rent collections march up leasing spreads stay healthy,0.4019
817,2020-12-29 09:35:35,stock averages extend gains in early trade global markets higher,0.4767
818,2020-12-29 09:33:56,stock market keeps rally going ball in senates court on stimulus checks,0.0
819,2020-12-29 09:30:49,blink charging signs reseller agreement lion electric usa and canada,0.4939
820,2020-12-29 09:28:21,nano dimension rallies on sale of dragonfly ldm system,0.0
821,2020-12-29 09:21:33,infrastructure and energy alternatives subsidiary secures 185 mw wind construction contract,0.5267
822,2020-12-29 09:16:23,chinas express delivery standard set to roll out eh plus 7 percent,0.0
823,2020-12-29 09:14:47,primoris services nabs solar award of 100m,0.5423
824,2020-12-29 09:13:18,arcturus gets multiple downgrades after updating covidminus 19 vaccine trial data,0.0
825,2020-12-29 09:11:07,howard energy executes pact mplx unit to purchase javelina,0.2732
826,2020-12-29 09:10:26,arch capital promotes papadopoulo to president,0.34
827,2020-12-29 09:07:24,manitex international receives new pm oil and steel orders worth 2m,0.2263
828,2020-12-29 09:07:09,mexican gold announces 1_4m financing,0.0
829,2020-12-29 09:05:33,planet fitness reveals upcoming promo for new years resolutions,0.2732
830,2020-12-29 09:04:56,clovis oncology submits fapminus 2286 applications for therapeutic and imaging clinical trial,0.0
831,2020-12-29 09:00:59,s and p corelogic case shiller hpi jumps expected in october,0.0
832,2020-12-29 09:00:34,chain store sales accelerated in christmas week,0.0
833,2020-12-29 08:58:50,omniq in partnership check point software technologies,0.0
834,2020-12-29 08:56:50,intra cellular therapies launches clinical trials for treatment of schizophrenia and opioid,0.0
835,2020-12-29 08:56:02,monaker group upsizes bought deal to 7_7m shares minus 30 percent,0.296
836,2020-12-29 08:55:16,snap shares leap 5 percent after goldman sachs boosts price target expecting q4,0.5423
837,2020-12-29 08:53:56,continental resources upgrade helping energy stocks rebound open,0.5106
838,2020-12-29 08:49:45,clps acquires remaining 20 percent stakes in singapores ridik stock plus 5 percent,0.0
839,2020-12-29 08:49:43,osi systems nabs 10m contract for mobile cargo and vehicle inspection systems,0.0
840,2020-11-09 05:21:18,infineon technologies ag reports q4 results,0.0
841,2020-11-09 05:21:02,nasdaq whale loses big vision fund boosts softbank profit,0.5994
842,2020-11-09 05:15:23,phosagro reports q3 results,0.0
843,2020-11-09 05:10:34,ac immune and wuxi biologics boost development of tdpminus 43 antibodies,0.5994
844,2020-11-09 05:00:13,risk assets jump traders put money to work,-0.1027
845,2020-11-09 04:53:04,aptevo therapeutics rallies 113 percent tang capital discloses 54 percent stake,0.0
846,2020-11-09 04:25:40,federal agency responsible for transition yet to affirm biden victory,0.3182
847,2020-11-09 04:07:03,hecla mining reports q3 results,0.0
848,2020-11-09 04:05:13,who be heading up economy in biden administration,0.0
849,2020-11-09 04:04:10,european stocks and futures rally following joe biden s u s presidential victory,0.0
850,2020-11-09 03:49:44,biden to name covidminus 19 task force cases spiral upward,0.0
851,2020-11-09 03:40:21,viiv healthcares cabotegravir shows superior results for hiv prevention in women,0.5423
852,2020-11-09 03:03:44,apple suspends iphone supplier pegatron for labor violations,-0.5267
853,2020-11-09 02:41:37,kosmos energy eps beats 0_02 beats on revenue,0.2732
854,2020-11-09 02:28:33,softbank group reports 1h results,0.0
855,2020-11-09 02:13:27,calliditas nefecon successful in late stage study in kidney disease,0.5859
856,2020-11-09 01:49:05,united microelectronics posts october sales of nt 15_28b,0.4215
857,2020-11-09 01:42:22,orphazyme submits marketing application for arimoclomol in europe for rare lipid disorder,-0.4019
858,2020-11-09 01:29:47,cancer biotech in8bio sets ipo terms,-0.6597
859,2020-11-09 00:17:51,asia pacific markets cheer democrat joe biden wins u s presidential election,0.7906
860,2020-11-09 00:00:22,mondays economic calendar,0.0
861,2020-11-08 23:49:26,fda extends review period for liminal bios ryplazim application,0.128
862,2020-11-08 21:21:21,u s equity futures advance after apparent biden victory,0.0
863,2020-11-08 20:59:56,activist elliott takes minority stake in f5 networks,0.0
864,2020-11-08 17:35:37,notable earnings after mondays close,0.0
865,2020-11-08 17:13:26,doj suit against visa may affect how digital payment tech evolves,0.0
866,2020-11-08 16:01:21,sector watch financials still crucial level rates rising,0.0
867,2020-11-08 13:00:00,private equitys aum poised to grow 28 percent to 5_8t 2025 deloitte says,0.25
868,2020-11-08 12:15:57,notable earnings mondays open,0.0
869,2020-11-08 11:01:00,netflix trying out older style linear tv channel in france,0.0
870,2020-11-08 08:03:50,election volatility risk is january new november,-0.2732
871,2020-11-07 22:57:26,traton clinches deal to buy remaining navistar shares for 44_50,0.296
872,2020-11-07 17:01:19,weekly wrap election week sees bulletproof stock market,0.0
873,2020-11-07 14:43:25,sony apple linked to talks in key deal for podcastings wondery,0.0
874,2020-11-07 11:35:43,joe biden wins u s presidential election,0.5719
875,2020-11-07 10:23:30,earnings season was smasher amid election 2020 distraction,-0.3818
876,2020-11-07 08:27:47,where election 2020 currently stands investors prep for prolonged fight,-0.3818
877,2020-11-07 08:07:17,berkshire hathaway buys back 9b in stock in q3,0.0
878,2020-11-07 01:51:55,this consumer stock beaten down in q3 big moat and 56 percent upside evercore says,-0.4215
879,2020-11-07 00:30:00,biogens long and winding road in alzheimers hits wall,0.0
880,2020-11-06 23:30:30,uvxy sqqq soxl and tecl among weekly etf movers,0.0
881,2020-11-06 22:09:47,china signs first term deal for u s lng since trade war,-0.5994
882,2020-11-06 19:05:53,cfra moves to bullish end of street on this mobility companys cost controls,0.0
883,2020-11-06 18:54:56,copper price pops amid unofficial chinese ban on australian concentrate,-0.5574
884,2020-11-06 18:19:52,lockheed martin secures 339_32m contract u s army,0.3182
885,2020-11-06 18:00:33,on hour,0.0
886,2020-11-06 17:53:33,acb ftch ortx and lub among after hours movers,0.0
887,2020-11-06 17:53:17,trump replaces ferc chairman who edged toward climate friendly rulemaking,0.4939
888,2020-11-06 17:09:34,firm capital mortgage investment declares cad 0_078 dividend,0.0
889,2020-11-06 17:01:50,magellan aerospace declares cad 0_105 dividend,0.0
890,2020-11-06 17:00:00,on hour,0.0
891,2020-11-06 16:43:37,gamco investors reports q3 results,0.0
892,2020-11-06 16:32:27,manpower raises dividend 7 percent,0.0
893,2020-11-06 16:29:22,disney plus epic games roll out fortnite service promotion,0.0
894,2020-11-06 16:27:56,jernigan capital sale to nexpoint closes,0.0
895,2020-11-06 16:20:18,entergy sees 220m 250m costs for hurricane zeta damage,-0.4939
896,2020-11-06 16:19:42,biglari holdings reports q3 results,0.0
897,2020-11-06 16:18:44,new jersey go bond rating cut to bbb s and p outlook stable,0.0258
898,2020-11-06 16:11:13,germanys aaa rating affirmed fitch outlook stable,0.296
899,2020-11-06 16:06:44,qcr holdings declares 0_06 dividend,0.0
900,2020-08-17 19:37:06,baird weighs restaurant winners democrats sweep election,0.4767
901,2020-08-17 19:09:53,longer virus testing timeline from wells fargo marks opportunity for test players,0.5859
902,2020-08-17 18:58:50,california locks in vehicle emission deals big automakers,0.0
903,2020-08-17 18:42:00,colonial pipeline running reduced rates following leak,-0.34
904,2020-08-17 18:26:04,pg and e warns of rotating power outages today,-0.1027
905,2020-08-17 18:21:13,apple tv plus offers first bundle cbs showtime,0.0
906,2020-08-17 18:06:51,best eps beats 0_03 misses on revenue,0.5106
907,2020-08-17 18:00:38,on hour,0.0
908,2020-08-17 17:59:39,fox news digital posts highest july multi platform views,0.0
909,2020-08-17 17:58:22,bp republic services launch fourth trash to gas project,0.0
910,2020-08-17 17:45:47,keurig dr pepper under pressure after commencing secondary offering,-0.296
911,2020-08-17 17:38:17,lithium americas set to restart argentina project,0.0
912,2020-08-17 17:35:07,notable earnings after tuesdays close,0.0
913,2020-08-17 17:30:37,gfl environmental prices upsized senior secured notes offering,0.4019
914,2020-08-17 17:27:23,ctk vrca pstx and cnk among after hours movers,0.0
915,2020-08-17 17:26:00,nexpoint collects almost 97 percent of august rent,0.0
916,2020-08-17 17:23:38,futu announces 9_5m ads offering,0.0
917,2020-08-17 17:21:15,brixmor property prices 300m senior notes offering,0.0
918,2020-08-17 17:21:12,kirkland lake newmont reach deal for exploration opportunities,0.5574
919,2020-08-17 17:19:16,artis real estate investment trust declares cad 0_045 dividend,0.5106
920,2020-08-17 17:18:09,canadian apartment properties reit declares cad 0_115 dividend,0.0
921,2020-08-17 17:16:04,bsr reit declares 0_0417 dividend,0.0
922,2020-08-17 17:15:34,forbearance programs hold credit card deliquencies bay in july,0.3818
923,2020-08-17 17:14:42,granite real estate investment declares cad 0_242 dividend,0.0
924,2020-08-17 17:08:20,americas car mart plus 4_5 percent on fq1 estimates beat,0.0
925,2020-08-17 17:07:23,riot blockchain gains after hours on massive mining machine purchase,-0.296
926,2020-08-17 17:05:18,kaman adds 57_3m backlog through new order,0.0
927,2020-08-17 17:04:37,agora beats on revenue,0.0
928,2020-08-17 17:00:13,on hour,0.0
929,2020-08-17 16:59:11,penn virginia names henke new president ceo brooks retires,0.0
930,2020-08-17 16:56:15,redball acquisition completes 575m ipo,0.0
931,2020-08-17 16:53:31,cinemark launches 400m convertible notes offering,0.0
932,2020-08-17 16:52:15,histogen files for 125m mixed shelf,0.0
933,2020-08-17 16:49:44,wadell and reed taps oppenheimerfunds exec for technology chief,0.0
934,2020-08-17 16:49:11,sprout social closes fully exercised follow on offering,0.0
935,2020-08-17 16:47:09,bluelinx closes sale leaseback transaction,0.0
936,2020-08-17 16:46:03,gilead pleased tango partnership expands cancer targets in revised deal,-0.2732
937,2020-08-17 16:42:57,mma capital ceo steps down after almost 37 years firm,0.0
938,2020-08-17 16:41:54,first mining gold secures equity raise of 20m,0.3182
939,2020-08-17 16:39:25,xerox prices add on offering of 400m senior notes,0.0
940,2020-08-17 16:38:41,fabrinet reports record fy20 revenue,0.0
941,2020-08-17 16:37:37,genuine parts declares 0_79 dividend,0.0
942,2020-08-17 16:36:08,two harbors completes shift to self management,0.0
943,2020-08-17 16:34:24,seanergy launches stock offering size not stated,0.0
944,2020-08-17 16:33:30,renasant declares 0_22 dividend,0.0
945,2020-08-17 16:32:39,china biologic products eps misses 0_17,-0.2263
946,2020-08-17 16:29:58,pebblebrook monthly hotel portfolio cash burn running 6m below may estimate,0.0
947,2020-08-17 16:29:50,arco platform eps misses r 0_97 beats on revenue,-0.2263
948,2020-08-17 16:27:50,pershing square holdings declares 0_10 dividend,0.0
949,2020-08-17 16:26:17,cal maine minus 4 percent after founders family decides to sell 6m shares,0.296
950,2020-08-17 16:26:11,americas car mart eps beats 1_38 beats on revenue,0.0
951,2020-08-17 16:25:56,mma capital chief executive resigns,-0.3182
952,2020-08-17 16:24:05,chegg announces convertible debt offering of 750m,-0.3612
953,2020-08-17 16:21:59,forward industries acquires kablooe design,0.0
954,2020-08-17 16:21:52,amazon toyota team on data services,0.1779
955,2020-08-17 16:19:58,curaleaf posts strong revenue growth in q2 despite pandemic headwinds,0.7096
956,2020-08-17 16:17:10,fabrinet eps beats 0_05 beats on revenue,0.0
957,2020-08-17 16:17:06,american homes 4 rent readies public offering,0.0
958,2020-08-17 16:17:02,middleby corporation to offer 550m convertible senior notes,0.0
959,2020-08-17 16:16:39,abraxas to restart strategic alternatives review,0.0
960,2020-06-12 15:34:33,renaissance hedge fund slides 20 percent ytd ft,0.0
961,2020-06-12 15:31:00,sorrento pays off debt ahead of equity offering,-0.3612
962,2020-06-12 15:25:50,737 max software done regulators seek changes report,0.0
963,2020-06-12 15:19:47,abbvie reports additional data from successful study of skyrizi in psoriasis,0.5859
964,2020-06-12 15:13:15,adobe targets raised on arr strength,0.4939
965,2020-06-12 15:00:46,on hour,0.0
966,2020-06-12 15:00:04,cdc warns on another round of lockdowns,-0.1027
967,2020-06-12 14:58:51,repsol to transfer vietnam stakes to state owned firm,0.0
968,2020-06-12 14:58:41,fda oks expanded use of viiv hiv med tivicay,0.0
969,2020-06-12 14:56:21,nete leads technology gainers zdge and mtc among losers,-0.5267
970,2020-06-12 14:42:21,sempra energy upgraded bofa seeing potential earnings guidance hike,0.2732
971,2020-06-12 14:38:11,group eleven prices non brokered private placement,0.0
972,2020-06-12 14:31:42,michigan court clears enbridges line 5 tunnel project,0.0772
973,2020-06-12 14:25:17,moderna mouse study shows positive result,0.5574
974,2020-06-12 14:00:04,on hour,0.0
975,2020-06-12 13:59:49,nabors industries among energy materials gainers oneok among losers,-0.3182
976,2020-06-12 13:57:25,buy dip rally vanishes,0.0
977,2020-06-12 13:53:27,forescout gains merlin denies channel stuffing allegations,-0.1027
978,2020-06-12 13:49:07,economic recovery likely to be slow barkin says,0.0
979,2020-06-12 13:45:23,cable one to acquire valuenet fiber,0.0
980,2020-06-12 13:40:38,google to expand google pay in overhaul report,0.2263
981,2020-06-12 13:35:21,digital ally regains compliance nasdaq listing standards,0.0
982,2020-06-12 13:28:36,wideopenwest says iptv product is still available,0.0
983,2020-06-12 13:28:14,axon enterprise called attractive police reform in focus,0.4404
984,2020-06-12 13:23:30,canadian cinemas begin to emerge from lockdown,0.0
985,2020-06-12 13:11:29,xrf leads financial gainers jrjc and sieb among losers,-0.5267
986,2020-06-12 13:10:26,u s oil rigs post 13th straight weekly drop,-0.0516
987,2020-06-12 13:03:39,glycomimetics rallies on renewed hopes for sickle cell drug,0.4215
988,2020-06-12 13:03:12,hertz global leads industrial gainers rf industries among losers,-0.5267
989,2020-06-12 13:00:13,on hour,0.0
990,2020-06-12 12:58:53,seadrill to cut 135 texas jobs after cold stacking rig,-0.3818
991,2020-06-12 12:55:34,facebook pausing giphy integration amid probe reuters,0.0
992,2020-06-12 12:52:48,self help story kraft playing out bofa,0.5423
993,2020-06-12 12:48:01,suntrust stays bullish on glu mobile after call,0.0
994,2020-06-12 12:47:13,crawford and company offloads lloyd warwick international,0.0
995,2020-06-12 12:43:15,eldorado to reopen casinos in june,0.0
996,2020-06-12 12:40:37,htz glyc nvcn and selb among midday movers,0.0
997,2020-06-12 12:32:57,eqm delays mvp project to early 2021 analyst sees longer wait,0.0
998,2020-06-12 12:27:13,new stock exchange memx adds citi investor,0.0
999,2020-06-12 12:24:07,thermo fisher facing potential speed bump in qiagen deal,0.0
1000,2020-06-12 12:20:45,livanova raises 250m via secured notes,0.4019
1001,2020-06-12 12:15:56,pg and e fire victims reach deal on stock for wildfire victims,-0.7096
1002,2020-06-12 12:15:12,allstate adds tech data ceo to board,0.0
1003,2020-06-12 12:08:21,ea fifa expand esports plans,0.3182
1004,2020-06-12 12:06:42,fed report sets stage for powells congressional testimony,0.0
1005,2020-06-12 12:03:35,party city holdco among consumer gainers mer telemanagement among losers,-0.1779
1006,2020-06-12 12:02:18,apreas eprenetapopt shows treatment benefit in blood cancer study,-0.34
1007,2020-06-12 12:00:47,on hour,0.0
1008,2020-06-12 11:57:20,equinor cautious after report lifts hopes for bay du nord oil project,0.34
1009,2020-06-12 11:43:01,equity lifestyle updates on april may rental income rent collections,0.0
1010,2020-06-12 11:41:31,tfi international acquires gusgo transport,0.0
1011,2020-06-12 11:40:04,rio tinto ceo says sorry for heritage destruction,-0.6124
1012,2020-06-12 11:33:24,adcs lonca shows encouraging action in blood cancer studies,-0.25
1013,2020-06-12 11:31:54,united says 1_3k workers opted for voluntary retirement,0.4215
1014,2020-06-12 11:27:39,glencores valeria coal project wins government special status,0.7506
1015,2020-06-12 11:23:43,success entertainment enters partnership cicero transact,0.7579
1016,2020-06-12 11:22:16,investors step back from buying dip,0.0
1017,2020-06-12 11:21:01,volatility still on menu in restaurant sector,0.0
1018,2020-06-12 11:15:13,lincoln educational re opens rhode island and massachusetts campuses,0.0
1019,2020-06-12 11:10:34,may videogame sales jump 52 percent lockdown rally rolls on,0.0
1020,2020-06-10 17:21:56,u s government deficit ytd exceeds full year fy2019,-0.4019
1021,2020-06-10 17:19:40,conoco ceo surprised swift oil price recovery,0.4019
1022,2020-06-10 17:18:19,acadia healthcare prices senior notes offering,0.0
1023,2020-06-10 17:16:32,cannae raises capital via stock offering,0.0
1024,2020-06-10 17:11:39,manning and napier aum climbs 3_6 percent in may,0.0
1025,2020-06-10 17:06:34,innovative industrial enters third purchase lease holistic industries,0.4404
1026,2020-06-10 17:00:49,on hour,0.0
1027,2020-06-10 16:58:28,riot blockchain increases 4_5 percent after colocation update,-0.5574
1028,2020-06-10 16:56:32,dynex capital cuts dividend 13 percent,-0.296
1029,2020-06-10 16:56:04,northern oil and gas buys williston basin acreage,0.0
1030,2020-06-10 16:54:00,construction partners down 6 percent after secondary offering,0.0
1031,2020-06-10 16:47:53,synopsys buys semi analytics company,0.0
1032,2020-06-10 16:47:46,virtus investment long term aum rises 7_4 percent in may,0.0
1033,2020-06-10 16:43:23,pennymac financial to buy back almost 7m shares from blackrock foundation,0.2315
1034,2020-06-10 16:38:00,victory capital may aum hurt schwabs usaa deal,-0.5267
1035,2020-06-10 16:37:22,perspecta ceo becomes board chair,0.0
1036,2020-06-10 16:37:05,turning point brands strikes up cigar wrap deal,-0.3612
1037,2020-06-10 16:35:26,kaman declares 0_20 dividend,0.0
1038,2020-06-10 16:31:12,tailored brands soars after business update,0.0
1039,2020-06-10 16:30:28,nasdaq closes above 10k for first time,0.0
1040,2020-06-10 16:30:16,zendesk plans 1b private note offering,0.0
